time,wind_speed_10m,wind_direction_10m,wind_gusts_10m,temperature_2m,relative_humidity_2m,precipitation,lat,lon
2026-04-09 17:00:00,2.59,214,6.9,31.6,39,0.0,19.5,99.5
2026-04-09 18:00:00,1.66,196,5.6,29.1,49,0.0,19.5,99.5
2026-04-09 19:00:00,2.34,196,4.2,27.5,48,0.0,19.5,99.5
2026-04-09 20:00:00,2.12,214,5.7,26.6,49,0.0,19.5,99.5
2026-04-09 21:00:00,1.39,232,5.2,24.7,56,0.0,19.5,99.5
2026-04-09 22:00:00,1.52,224,3.8,23.5,61,0.0,19.5,99.5
2026-04-09 23:00:00,1.63,227,3.9,22.2,65,0.0,19.5,99.5
2026-04-10 00:00:00,1.9,235,4.6,21.2,68,0.0,19.5,99.5
2026-04-10 01:00:00,1.94,235,5.1,21.3,68,0.0,19.5,99.5
2026-04-10 02:00:00,1.51,236,4.7,21.1,70,0.0,19.5,99.5
2026-04-10 03:00:00,1.35,228,3.9,20.2,76,0.0,19.5,99.5
2026-04-10 04:00:00,1.58,215,4.0,19.6,80,0.0,19.5,99.5
2026-04-10 05:00:00,1.39,218,4.0,19.1,83,0.0,19.5,99.5
2026-04-10 06:00:00,1.3,212,3.6,18.7,86,0.0,19.5,99.5
2026-04-10 07:00:00,2.15,202,4.4,20.3,82,0.0,19.5,99.5
2026-04-10 08:00:00,1.83,197,4.6,24.6,69,0.0,19.5,99.5
2026-04-10 09:00:00,1.81,194,4.9,28.1,56,0.0,19.5,99.5
2026-04-10 10:00:00,2.23,220,5.8,29.8,50,0.0,19.5,99.5
2026-04-10 11:00:00,2.79,224,6.9,31.3,44,0.0,19.5,99.5
2026-04-10 12:00:00,3.5,227,8.3,32.2,39,0.0,19.5,99.5
2026-04-10 13:00:00,3.68,228,8.6,32.6,37,0.0,19.5,99.5
2026-04-10 14:00:00,3.69,221,8.5,33.2,34,0.0,19.5,99.5
2026-04-10 15:00:00,4.45,218,9.7,33.4,33,0.0,19.5,99.5
2026-04-10 16:00:00,3.75,222,9.7,33.3,32,0.0,19.5,99.5
2026-04-10 17:00:00,2.3,226,7.8,32.4,37,0.0,19.5,99.5
2026-04-10 18:00:00,1.48,242,5.3,30.3,48,0.0,19.5,99.5
2026-04-10 19:00:00,1.13,229,3.5,29.4,44,0.0,19.5,99.5
2026-04-10 20:00:00,0.87,239,3.1,27.6,49,0.0,19.5,99.5
2026-04-10 21:00:00,0.89,232,2.6,25.4,57,0.0,19.5,99.5
2026-04-10 22:00:00,1.2,228,3.2,23.9,62,0.0,19.5,99.5
2026-04-10 23:00:00,1.33,236,3.5,22.7,68,0.0,19.5,99.5
2026-04-11 00:00:00,1.43,234,3.7,21.5,75,0.0,19.5,99.5
2026-04-11 01:00:00,1.43,234,3.8,20.5,80,0.0,19.5,99.5
2026-04-11 02:00:00,1.6,219,4.1,20.1,82,0.0,19.5,99.5
2026-04-11 03:00:00,1.63,223,4.2,20.0,81,0.0,19.5,99.5
2026-04-11 04:00:00,1.52,224,4.0,19.7,82,0.0,19.5,99.5
2026-04-11 05:00:00,1.74,221,4.1,19.4,84,0.0,19.5,99.5
2026-04-11 06:00:00,1.98,221,4.6,19.5,83,0.0,19.5,99.5
2026-04-11 07:00:00,2.05,223,4.7,20.2,82,0.0,19.5,99.5
2026-04-11 08:00:00,2.08,204,4.8,24.8,70,0.0,19.5,99.5
2026-04-11 09:00:00,2.06,194,5.3,28.0,54,0.0,19.5,99.5
2026-04-11 10:00:00,2.48,223,6.2,29.7,49,0.0,19.5,99.5
2026-04-11 11:00:00,3.18,233,7.5,31.2,41,0.0,19.5,99.5
2026-04-11 12:00:00,3.54,234,8.4,31.9,40,0.0,19.5,99.5
2026-04-11 13:00:00,3.41,220,8.4,32.7,38,0.0,19.5,99.5
2026-04-11 14:00:00,3.62,215,8.4,33.5,36,0.0,19.5,99.5
2026-04-11 15:00:00,3.54,223,8.4,33.8,33,0.0,19.5,99.5
2026-04-11 16:00:00,2.95,231,8.0,33.9,32,0.0,19.5,99.5
2026-04-11 17:00:00,1.71,238,6.7,32.9,37,0.0,19.5,99.5
2026-04-11 18:00:00,1.38,221,3.9,30.4,48,0.0,19.5,99.5
2026-04-11 19:00:00,1.88,202,4.5,27.4,47,0.0,19.5,99.5
2026-04-11 20:00:00,1.94,215,4.7,26.0,50,0.0,19.5,99.5
2026-04-11 21:00:00,1.84,223,4.6,24.0,57,0.0,19.5,99.5
2026-04-11 22:00:00,1.7,223,4.5,22.6,60,0.0,19.5,99.5
2026-04-11 23:00:00,1.67,219,4.2,21.5,64,0.0,19.5,99.5
2026-04-12 00:00:00,1.31,227,4.0,20.4,68,0.0,19.5,99.5
2026-04-12 01:00:00,1.38,224,3.6,19.8,74,0.0,19.5,99.5
2026-04-12 02:00:00,0.95,252,3.6,19.5,75,0.0,19.5,99.5
2026-04-12 03:00:00,0.68,253,2.6,19.5,74,0.0,19.5,99.5
2026-04-12 04:00:00,0.36,236,2.0,19.1,74,0.0,19.5,99.5
2026-04-12 05:00:00,0.4,240,1.6,18.5,75,0.0,19.5,99.5
2026-04-12 06:00:00,0.51,241,1.6,18.2,76,0.0,19.5,99.5
2026-04-12 07:00:00,0.51,241,1.6,20.3,73,0.0,19.5,99.5
2026-04-12 08:00:00,0.5,217,2.3,23.6,62,0.0,19.5,99.5
2026-04-12 09:00:00,0.25,143,2.4,27.1,48,0.0,19.5,99.5
2026-04-12 10:00:00,0.51,101,3.1,29.5,39,0.0,19.5,99.5
2026-04-12 11:00:00,0.41,104,3.3,31.1,34,0.0,19.5,99.5
2026-04-12 12:00:00,0.65,122,3.7,32.2,32,0.0,19.5,99.5
2026-04-12 13:00:00,0.51,119,4.6,32.7,30,0.0,19.5,99.5
2026-04-12 14:00:00,1.59,167,4.7,33.5,30,0.0,19.5,99.5
2026-04-12 15:00:00,2.14,213,5.3,33.9,27,0.0,19.5,99.5
2026-04-12 16:00:00,2.97,234,6.3,33.7,25,0.0,19.5,99.5
2026-04-12 17:00:00,2.63,231,6.3,32.4,32,0.0,19.5,99.5
2026-04-12 18:00:00,1.94,215,5.6,29.5,42,0.0,19.5,99.5
2026-04-12 19:00:00,1.82,201,4.3,26.9,49,0.0,19.5,99.5
2026-04-12 20:00:00,1.72,206,4.2,25.9,51,0.0,19.5,99.5
2026-04-12 21:00:00,1.81,219,4.1,24.9,54,0.0,19.5,99.5
2026-04-12 22:00:00,1.63,223,4.1,23.7,57,0.0,19.5,99.5
2026-04-12 23:00:00,1.84,213,4.3,23.0,59,0.0,19.5,99.5
2026-04-13 00:00:00,1.86,211,4.5,22.7,59,0.0,19.5,99.5
2026-04-13 01:00:00,1.88,197,4.6,22.2,62,0.0,19.5,99.5
2026-04-13 02:00:00,1.52,224,4.4,21.5,65,0.0,19.5,99.5
2026-04-13 03:00:00,1.31,227,3.7,20.6,70,0.0,19.5,99.5
2026-04-13 04:00:00,1.43,216,3.2,19.9,75,0.0,19.5,99.5
2026-04-13 05:00:00,1.4,215,3.4,19.5,78,0.0,19.5,99.5
2026-04-13 06:00:00,1.33,214,3.3,19.1,82,0.0,19.5,99.5
2026-04-13 07:00:00,1.77,209,4.0,20.5,79,0.0,19.5,99.5
2026-04-13 08:00:00,1.14,195,3.6,24.4,69,0.0,19.5,99.5
2026-04-13 09:00:00,0.5,180,3.2,28.6,54,0.0,19.5,99.5
2026-04-13 10:00:00,0.25,90,2.9,31.0,45,0.0,19.5,99.5
2026-04-13 11:00:00,0.25,349,3.1,32.5,38,0.0,19.5,99.5
2026-04-13 12:00:00,0.42,225,3.3,33.5,36,0.0,19.5,99.5
2026-04-13 13:00:00,1.84,229,4.9,34.3,34,0.0,19.5,99.5
2026-04-13 14:00:00,2.89,217,6.9,34.7,30,0.0,19.5,99.5
2026-04-13 15:00:00,3.15,224,7.2,34.8,26,0.0,19.5,99.5
2026-04-13 16:00:00,2.83,224,7.0,34.3,28,0.0,19.5,99.5
2026-04-13 17:00:00,1.86,211,6.0,33.1,36,0.0,19.5,99.5
2026-04-13 18:00:00,1.53,191,4.2,30.6,46,0.0,19.5,99.5
2026-04-13 19:00:00,2.34,191,5.1,28.3,48,0.0,19.5,99.5
2026-04-13 20:00:00,2.59,199,5.8,27.8,50,0.0,19.5,99.5
2026-04-13 21:00:00,2.04,216,5.6,26.4,55,0.0,19.5,99.5
2026-04-13 22:00:00,1.35,231,4.8,24.3,62,0.0,19.5,99.5
2026-04-13 23:00:00,1.54,216,3.6,23.5,64,0.0,19.5,99.5
2026-04-14 00:00:00,1.97,216,4.4,23.5,60,0.0,19.5,99.5
2026-04-14 01:00:00,1.88,209,4.7,23.0,62,0.0,19.5,99.5
2026-04-14 02:00:00,1.86,216,4.4,22.5,63,0.0,19.5,99.5
2026-04-14 03:00:00,1.68,217,4.1,21.6,68,0.0,19.5,99.5
2026-04-14 04:00:00,1.6,219,3.7,20.8,74,0.0,19.5,99.5
2026-04-14 05:00:00,1.79,216,3.9,20.2,78,0.0,19.5,99.5
2026-04-14 06:00:00,1.56,220,3.9,19.8,81,0.0,19.5,99.5
2026-04-14 07:00:00,1.78,212,3.9,21.1,80,0.0,19.5,99.5
2026-04-14 08:00:00,1.57,211,3.9,25.4,68,0.0,19.5,99.5
2026-04-14 09:00:00,1.48,208,4.2,29.3,53,0.0,19.5,99.5
2026-04-14 10:00:00,1.24,223,4.3,31.4,45,0.0,19.5,99.5
2026-04-14 11:00:00,0.96,231,4.2,33.0,38,0.0,19.5,99.5
2026-04-14 12:00:00,1.42,212,4.5,34.0,34,0.0,19.5,99.5
2026-04-14 13:00:00,1.6,219,6.1,34.4,31,0.0,19.5,99.5
2026-04-14 14:00:00,2.21,193,5.6,34.9,30,0.0,19.5,99.5
2026-04-14 15:00:00,2.57,188,6.3,35.0,29,0.0,19.5,99.5
2026-04-14 16:00:00,2.18,212,6.2,34.6,29,0.0,19.5,99.5
2026-04-14 17:00:00,2.02,220,4.9,33.6,34,0.0,19.5,99.5
2026-04-14 18:00:00,2.0,202,4.5,30.8,41,0.0,19.5,99.5
2026-04-14 19:00:00,2.25,184,4.5,28.0,52,0.0,19.5,99.5
2026-04-14 20:00:00,2.25,201,5.2,27.3,54,0.0,19.5,99.5
2026-04-14 21:00:00,1.66,213,4.9,26.0,58,0.0,19.5,99.5
2026-04-14 22:00:00,1.51,214,3.7,25.1,60,0.0,19.5,99.5
2026-04-14 23:00:00,1.66,213,3.8,24.9,58,0.0,19.5,99.5
2026-03-20 00:00:00,0.21,104,1.0,24.4,64,0.0,17.0,98.5
2026-03-20 01:00:00,0.18,56,0.9,24.1,65,0.0,17.0,98.5
2026-03-20 02:00:00,0.1,90,0.8,23.6,68,0.0,17.0,98.5
2026-03-20 03:00:00,0.11,333,0.7,22.9,69,0.0,17.0,98.5
2026-03-20 04:00:00,0.54,338,1.1,22.0,68,0.0,17.0,98.5
2026-03-20 05:00:00,0.25,37,1.2,21.7,66,0.0,17.0,98.5
2026-03-20 06:00:00,0.25,90,0.8,21.2,68,0.0,17.0,98.5
2026-03-20 07:00:00,0.2,360,0.7,21.1,74,0.0,17.0,98.5
2026-03-20 08:00:00,0.49,45,2.0,23.1,64,0.0,17.0,98.5
2026-03-20 09:00:00,0.32,219,2.7,26.0,53,0.0,17.0,98.5
2026-03-20 10:00:00,0.89,232,3.9,28.4,51,0.0,17.0,98.5
2026-03-20 11:00:00,1.46,239,4.9,30.2,45,0.0,17.0,98.5
2026-03-20 12:00:00,1.68,243,5.4,31.8,43,0.0,17.0,98.5
2026-03-20 13:00:00,1.88,241,6.6,33.2,38,0.0,17.0,98.5
2026-03-20 14:00:00,2.32,233,6.0,34.1,31,0.0,17.0,98.5
2026-03-20 15:00:00,4.17,240,8.5,34.0,30,0.0,17.0,98.5
2026-03-20 16:00:00,4.45,244,8.8,32.8,35,0.0,17.0,98.5
2026-03-20 17:00:00,4.47,230,8.7,31.6,40,0.0,17.0,98.5
2026-03-20 18:00:00,3.26,234,8.4,29.9,50,0.0,17.0,98.5
2026-03-20 19:00:00,1.65,270,5.8,28.6,56,0.0,17.0,98.5
2026-03-20 20:00:00,0.63,252,2.9,27.8,62,0.0,17.0,98.5
2026-03-20 21:00:00,1.12,190,2.1,26.8,63,0.0,17.0,98.5
2026-03-20 22:00:00,0.89,142,2.2,25.8,62,0.0,17.0,98.5
2026-03-20 23:00:00,0.98,114,1.7,24.9,62,0.0,17.0,98.5
2026-03-21 00:00:00,0.49,114,1.6,24.4,65,0.0,17.0,98.5
2026-03-21 01:00:00,0.05,90,0.9,23.9,69,0.0,17.0,98.5
2026-03-21 02:00:00,0.25,79,0.6,23.1,70,0.0,17.0,98.5
2026-03-21 03:00:00,0.18,56,0.6,22.8,72,0.0,17.0,98.5
2026-03-21 04:00:00,0.14,45,0.5,22.3,73,0.0,17.0,98.5
2026-03-21 05:00:00,0.16,72,0.5,21.8,76,0.0,17.0,98.5
2026-03-21 06:00:00,0.21,76,0.4,21.4,77,0.0,17.0,98.5
2026-03-21 07:00:00,0.46,347,0.4,22.1,79,0.0,17.0,98.5
2026-03-21 08:00:00,0.45,354,2.1,24.3,68,0.0,17.0,98.5
2026-03-21 09:00:00,0.56,190,3.0,26.8,60,0.0,17.0,98.5
2026-03-21 10:00:00,0.87,211,4.0,28.9,54,0.0,17.0,98.5
2026-03-21 11:00:00,1.37,246,4.8,30.8,45,0.0,17.0,98.5
2026-03-21 12:00:00,1.8,251,5.6,32.5,39,0.0,17.0,98.5
2026-03-21 13:00:00,2.28,241,6.3,34.3,32,0.0,17.0,98.5
2026-03-21 14:00:00,3.16,231,7.2,35.0,30,0.0,17.0,98.5
2026-03-21 15:00:00,4.6,223,9.2,34.8,29,0.0,17.0,98.5
2026-03-21 16:00:00,5.03,228,10.1,33.6,33,0.0,17.0,98.5
2026-03-21 17:00:00,5.01,234,9.8,32.5,35,0.0,17.0,98.5
2026-03-21 18:00:00,3.76,229,9.3,30.6,44,0.0,17.0,98.5
2026-03-21 19:00:00,1.05,211,6.8,29.1,57,0.0,17.0,98.5
2026-03-21 20:00:00,1.16,173,2.1,28.3,59,0.0,17.0,98.5
2026-03-21 21:00:00,0.91,174,2.0,27.1,64,0.0,17.0,98.5
2026-03-21 22:00:00,0.22,207,1.8,26.4,67,0.0,17.0,98.5
2026-03-21 23:00:00,0.05,90,1.0,25.5,71,0.0,17.0,98.5
2026-03-22 00:00:00,0.25,79,0.9,24.8,73,0.0,17.0,98.5
2026-03-22 01:00:00,0.28,315,0.9,24.9,74,0.0,17.0,98.5
2026-03-22 02:00:00,0.36,254,1.5,24.8,74,0.0,17.0,98.5
2026-03-22 03:00:00,0.38,203,1.5,24.1,77,0.0,17.0,98.5
2026-03-22 04:00:00,0.46,283,1.4,23.2,83,0.0,17.0,98.5
2026-03-22 05:00:00,0.07,135,1.3,23.1,84,0.1,17.0,98.5
2026-03-22 06:00:00,0.1,90,0.6,22.7,86,0.0,17.0,98.5
2026-03-22 07:00:00,1.1,93,0.5,22.9,83,0.0,17.0,98.5
2026-03-22 08:00:00,0.78,135,2.7,24.5,78,0.0,17.0,98.5
2026-03-22 09:00:00,0.83,205,3.5,26.9,70,0.0,17.0,98.5
2026-03-22 10:00:00,1.61,234,4.9,29.0,60,0.0,17.0,98.5
2026-03-22 11:00:00,2.18,233,6.0,30.8,51,0.0,17.0,98.5
2026-03-22 12:00:00,2.82,243,8.1,32.2,46,0.0,17.0,98.5
2026-03-22 13:00:00,3.89,241,8.1,34.1,34,0.0,17.0,98.5
2026-03-22 14:00:00,4.62,236,9.5,34.2,32,0.0,17.0,98.5
2026-03-22 15:00:00,5.15,236,10.4,33.9,34,0.0,17.0,98.5
2026-03-22 16:00:00,4.74,244,10.3,33.3,36,0.0,17.0,98.5
2026-03-22 17:00:00,4.29,242,9.4,32.6,37,0.0,17.0,98.5
2026-03-22 18:00:00,3.25,224,8.2,31.2,40,0.0,17.0,98.5
2026-03-22 19:00:00,2.47,225,6.0,29.8,42,0.0,17.0,98.5
2026-03-22 20:00:00,1.21,232,4.5,28.4,48,0.0,17.0,98.5
2026-03-22 21:00:00,0.54,202,2.4,27.8,50,0.0,17.0,98.5
2026-03-22 22:00:00,0.51,169,1.5,26.5,54,0.0,17.0,98.5
2026-03-22 23:00:00,1.07,143,1.9,25.0,60,0.0,17.0,98.5
2026-03-23 00:00:00,1.01,117,1.9,24.0,65,0.0,17.0,98.5
2026-03-23 01:00:00,0.4,120,1.6,24.4,68,0.0,17.0,98.5
2026-03-23 02:00:00,0.35,98,1.2,24.0,70,0.0,17.0,98.5
2026-03-23 03:00:00,0.32,108,1.0,23.5,72,0.0,17.0,98.5
2026-03-23 04:00:00,0.14,45,0.8,23.1,75,0.0,17.0,98.5
2026-03-23 05:00:00,0.15,90,0.6,22.5,78,0.0,17.0,98.5
2026-03-23 06:00:00,0.4,97,0.7,21.8,82,0.0,17.0,98.5
2026-03-23 07:00:00,0.5,53,0.7,22.4,81,0.0,17.0,98.5
2026-03-23 08:00:00,0.65,90,2.5,24.5,73,0.0,17.0,98.5
2026-03-23 09:00:00,0.39,230,2.9,26.6,69,0.0,17.0,98.5
2026-03-23 10:00:00,1.18,258,4.5,28.8,60,0.0,17.0,98.5
2026-03-23 11:00:00,1.7,267,5.4,30.8,45,0.0,17.0,98.5
2026-03-23 12:00:00,1.81,265,5.8,32.2,37,0.0,17.0,98.5
2026-03-23 13:00:00,2.28,232,5.7,34.1,31,0.0,17.0,98.5
2026-03-23 14:00:00,4.22,229,8.7,35.5,18,0.0,17.0,98.5
2026-03-23 15:00:00,5.13,232,10.4,35.2,18,0.0,17.0,98.5
2026-03-23 16:00:00,4.84,237,10.3,34.4,22,0.0,17.0,98.5
2026-03-23 17:00:00,4.3,241,9.5,33.4,24,0.0,17.0,98.5
2026-03-23 18:00:00,2.69,225,8.0,31.6,27,0.0,17.0,98.5
2026-03-23 19:00:00,1.94,226,5.0,29.1,32,0.0,17.0,98.5
2026-03-23 20:00:00,0.76,247,3.4,28.0,36,0.0,17.0,98.5
2026-03-23 21:00:00,0.39,320,1.7,27.0,39,0.0,17.0,98.5
2026-03-23 22:00:00,0.18,34,1.1,26.0,43,0.0,17.0,98.5
2026-03-23 23:00:00,0.22,63,0.7,25.1,45,0.0,17.0,98.5
2026-03-24 00:00:00,0.18,34,0.6,24.4,47,0.0,17.0,98.5
2026-03-24 01:00:00,0.25,323,0.6,23.5,51,0.0,17.0,98.5
2026-03-24 02:00:00,0.22,27,0.8,22.8,53,0.0,17.0,98.5
2026-03-24 03:00:00,0.38,23,0.8,22.2,54,0.0,17.0,98.5
2026-03-24 04:00:00,0.27,68,0.8,21.9,55,0.0,17.0,98.5
2026-03-24 05:00:00,0.21,76,0.6,21.4,58,0.0,17.0,98.5
2026-03-24 06:00:00,0.3,81,0.5,20.9,62,0.0,17.0,98.5
2026-03-24 07:00:00,0.46,347,0.6,21.0,63,0.0,17.0,98.5
2026-03-24 08:00:00,0.58,31,2.2,23.8,51,0.0,17.0,98.5
2026-03-24 09:00:00,0.4,187,2.8,26.5,45,0.0,17.0,98.5
2026-03-24 10:00:00,0.79,215,3.8,28.9,42,0.0,17.0,98.5
2026-03-24 11:00:00,1.43,234,4.9,31.0,37,0.0,17.0,98.5
2026-03-24 12:00:00,1.84,241,5.7,32.7,32,0.0,17.0,98.5
2026-03-24 13:00:00,2.38,229,5.9,34.3,29,0.0,17.0,98.5
2026-03-24 14:00:00,3.09,220,7.2,35.2,27,0.0,17.0,98.5
2026-03-24 15:00:00,4.22,221,8.7,35.5,22,0.0,17.0,98.5
2026-03-24 16:00:00,4.57,221,9.2,34.7,25,0.0,17.0,98.5
2026-03-24 17:00:00,4.45,225,9.1,33.5,30,0.0,17.0,98.5
2026-03-24 18:00:00,3.26,220,8.3,31.7,35,0.0,17.0,98.5
2026-03-24 19:00:00,1.77,227,6.0,28.9,44,0.0,17.0,98.5
2026-03-24 20:00:00,1.49,200,3.1,28.0,47,0.0,17.0,98.5
2026-03-24 21:00:00,1.23,168,2.7,26.9,49,0.0,17.0,98.5
2026-03-24 22:00:00,1.42,132,2.4,25.6,49,0.0,17.0,98.5
2026-03-24 23:00:00,1.07,118,2.5,24.5,52,0.0,17.0,98.5
2026-03-25 00:00:00,0.4,97,1.8,24.0,53,0.0,17.0,98.5
2026-03-25 01:00:00,0.14,315,1.0,23.5,56,0.0,17.0,98.5
2026-03-25 02:00:00,0.4,360,1.1,22.6,59,0.0,17.0,98.5
2026-03-25 03:00:00,0.22,27,1.1,22.1,60,0.0,17.0,98.5
2026-03-25 04:00:00,0.16,72,0.8,21.5,62,0.0,17.0,98.5
2026-03-25 05:00:00,0.36,106,0.6,20.9,63,0.0,17.0,98.5
2026-03-25 06:00:00,0.51,101,1.0,20.5,64,0.0,17.0,98.5
2026-03-25 07:00:00,0.41,14,0.9,21.0,69,0.0,17.0,98.5
2026-03-25 08:00:00,0.64,39,2.2,23.5,57,0.0,17.0,98.5
2026-03-25 09:00:00,0.18,124,2.7,26.2,50,0.0,17.0,98.5
2026-03-25 10:00:00,0.56,243,3.6,28.6,48,0.0,17.0,98.5
2026-03-25 11:00:00,1.23,249,4.7,30.7,42,0.0,17.0,98.5
2026-03-25 12:00:00,1.38,257,5.2,32.3,39,0.0,17.0,98.5
2026-03-25 13:00:00,1.63,227,5.3,34.0,37,0.0,17.0,98.5
2026-03-25 14:00:00,3.12,221,7.0,35.7,29,0.0,17.0,98.5
2026-03-25 15:00:00,4.67,222,9.4,35.7,28,0.0,17.0,98.5
2026-03-25 16:00:00,4.8,219,9.7,34.8,33,0.0,17.0,98.5
2026-03-25 17:00:00,4.6,221,9.4,33.7,37,0.0,17.0,98.5
2026-03-25 18:00:00,3.39,211,8.6,31.9,43,0.0,17.0,98.5
2026-03-25 19:00:00,1.63,207,6.1,29.6,50,0.0,17.0,98.5
2026-03-25 20:00:00,0.93,234,2.8,29.0,54,0.0,17.0,98.5
2026-03-25 21:00:00,0.36,254,1.8,28.2,57,0.0,17.0,98.5
2026-03-25 22:00:00,0.34,153,1.0,27.1,60,0.0,17.0,98.5
2026-03-25 23:00:00,0.68,107,1.2,25.9,63,0.0,17.0,98.5
2026-03-26 00:00:00,0.35,98,1.2,25.2,65,0.0,17.0,98.5
2026-03-26 01:00:00,0.07,45,0.8,24.8,71,0.0,17.0,98.5
2026-03-26 02:00:00,0.16,72,0.6,24.1,71,0.0,17.0,98.5
2026-03-26 03:00:00,0.15,90,0.5,23.5,73,0.0,17.0,98.5
2026-03-26 04:00:00,0.25,90,0.5,22.8,75,0.0,17.0,98.5
2026-03-26 05:00:00,0.51,79,0.7,22.2,76,0.0,17.0,98.5
2026-03-26 06:00:00,0.6,66,0.9,21.9,77,0.0,17.0,98.5
2026-03-26 07:00:00,0.55,355,0.9,22.2,77,0.0,17.0,98.5
2026-03-26 08:00:00,0.45,96,2.2,24.5,66,0.0,17.0,98.5
2026-03-26 09:00:00,0.5,180,3.1,26.9,60,0.0,17.0,98.5
2026-03-26 10:00:00,0.6,204,3.7,29.3,51,0.0,17.0,98.5
2026-03-26 11:00:00,1.13,225,4.6,31.5,43,0.0,17.0,98.5
2026-03-26 12:00:00,1.68,240,5.4,33.5,35,0.0,17.0,98.5
2026-03-26 13:00:00,2.24,243,5.8,35.1,33,0.0,17.0,98.5
2026-03-26 14:00:00,2.53,232,6.3,36.2,29,0.0,17.0,98.5
2026-03-26 15:00:00,3.87,230,8.1,36.7,26,0.0,17.0,98.5
2026-03-26 16:00:00,4.84,235,9.5,36.0,25,0.0,17.0,98.5
2026-03-26 17:00:00,4.43,233,9.5,34.8,29,0.0,17.0,98.5
2026-03-26 18:00:00,3.38,218,8.3,32.8,38,0.0,17.0,98.5
2026-03-26 19:00:00,1.73,224,6.2,30.4,44,0.0,17.0,98.5
2026-03-26 20:00:00,0.67,243,3.1,29.5,50,0.0,17.0,98.5
2026-03-26 21:00:00,0.25,169,1.5,28.5,54,0.0,17.0,98.5
2026-03-26 22:00:00,0.46,131,0.9,27.2,58,0.0,17.0,98.5
2026-03-26 23:00:00,0.79,108,1.3,26.0,64,0.0,17.0,98.5
2026-03-27 00:00:00,0.8,94,1.3,25.1,70,0.0,17.0,98.5
2026-03-27 01:00:00,0.2,90,1.2,24.9,74,0.0,17.0,98.5
2026-03-27 02:00:00,0.2,90,0.6,24.2,77,0.0,17.0,98.5
2026-03-27 03:00:00,0.18,34,0.6,23.5,80,0.0,17.0,98.5
2026-03-27 04:00:00,0.22,63,0.5,22.9,82,0.0,17.0,98.5
2026-03-27 05:00:00,0.25,79,0.6,22.1,84,0.0,17.0,98.5
2026-03-27 06:00:00,0.3,99,0.7,21.5,87,0.0,17.0,98.5
2026-03-27 07:00:00,0.29,59,0.8,21.9,87,0.0,17.0,98.5
2026-03-27 08:00:00,0.35,82,2.2,24.0,77,0.0,17.0,98.5
2026-03-27 09:00:00,0.36,236,2.9,26.6,69,0.0,17.0,98.5
2026-03-27 10:00:00,1.0,252,4.1,29.3,51,0.0,17.0,98.5
2026-03-27 11:00:00,1.64,258,5.2,31.5,41,0.0,17.0,98.5
2026-03-27 12:00:00,1.72,262,5.6,33.2,38,0.0,17.0,98.5
2026-03-27 13:00:00,2.36,238,5.9,35.2,33,0.0,17.0,98.5
2026-03-27 14:00:00,4.29,234,8.9,36.2,26,0.0,17.0,98.5
2026-03-27 15:00:00,4.94,230,10.1,35.8,26,0.0,17.0,98.5
2026-03-27 16:00:00,4.7,225,10.0,35.0,31,0.0,17.0,98.5
2026-03-27 17:00:00,4.74,227,9.4,33.6,38,0.0,17.0,98.5
2026-03-27 18:00:00,3.78,223,9.0,32.2,41,0.0,17.0,98.5
2026-03-27 19:00:00,1.41,225,6.9,30.0,50,0.0,17.0,98.5
2026-03-27 20:00:00,1.54,209,2.8,29.5,50,0.0,17.0,98.5
2026-03-27 21:00:00,0.7,184,2.8,28.7,55,0.0,17.0,98.5
2026-03-27 22:00:00,0.46,139,1.6,27.6,59,0.0,17.0,98.5
2026-03-27 23:00:00,0.3,99,1.0,26.6,63,0.0,17.0,98.5
2026-03-28 00:00:00,0.4,120,0.9,25.8,67,0.0,17.0,98.5
2026-03-28 01:00:00,0.14,45,0.8,25.2,71,0.0,17.0,98.5
2026-03-28 02:00:00,0.18,326,0.5,24.5,73,0.0,17.0,98.5
2026-03-28 03:00:00,0.3,351,0.7,23.8,74,0.0,17.0,98.5
2026-03-28 04:00:00,0.21,76,0.6,23.2,75,0.0,17.0,98.5
2026-03-28 05:00:00,0.46,77,0.6,22.6,79,0.0,17.0,98.5
2026-03-28 06:00:00,0.22,63,0.6,22.3,82,0.0,17.0,98.5
2026-03-28 07:00:00,0.47,58,0.6,22.8,84,0.0,17.0,98.5
2026-03-28 08:00:00,0.28,315,2.1,24.8,74,0.0,17.0,98.5
2026-03-28 09:00:00,0.75,266,3.4,27.2,65,0.0,17.0,98.5
2026-03-28 10:00:00,1.21,263,4.5,29.6,54,0.0,17.0,98.5
2026-03-28 11:00:00,1.83,253,5.6,31.8,44,0.0,17.0,98.5
2026-03-28 12:00:00,2.12,255,6.1,33.5,39,0.0,17.0,98.5
2026-03-28 13:00:00,2.32,233,7.0,35.0,34,0.0,17.0,98.5
2026-03-28 14:00:00,3.22,224,7.4,35.8,29,0.0,17.0,98.5
2026-03-28 15:00:00,3.91,220,8.3,35.6,28,0.0,17.0,98.5
2026-03-28 16:00:00,4.08,213,8.4,34.9,30,0.0,17.0,98.5
2026-03-28 17:00:00,3.93,217,8.3,33.7,36,0.0,17.0,98.5
2026-03-28 18:00:00,3.42,209,7.5,32.0,44,0.0,17.0,98.5
2026-03-28 19:00:00,2.8,215,6.2,30.7,51,0.0,17.0,98.5
2026-03-28 20:00:00,0.92,221,5.0,29.5,58,0.0,17.0,98.5
